ticker,announcement_date
ALL,2018-08-01
ALL,2018-10-31
ALL,2019-02-15
ALL,2019-05-01
ALL,2019-07-30
ALL,2019-10-29
ALL,2020-02-21
ALL,2020-05-05
ALL,2020-08-04
ALL,2020-11-04
ALL,2021-02-22
ALL,2021-05-05
ALL,2021-08-04
ALL,2021-11-03
ALL,2022-02-18
ALL,2022-05-04
ALL,2022-08-03
ALL,2022-11-02
ALL,2023-02-16
ALL,2023-05-03
ALL,2023-08-01
ALL,2023-11-01
ALL,2024-02-21
ALL,2024-05-01
ALL,2024-07-31
ALL,2024-10-30
ALL,2025-02-24
ALL,2025-04-30
ALL,2025-07-30
ALL,2025-11-05
ALL,2026-02-20
AMGN,2018-02-13
AMGN,2018-04-25
AMGN,2018-07-27
AMGN,2018-10-31
AMGN,2019-02-13
AMGN,2019-05-01
AMGN,2019-07-31
AMGN,2019-10-30
AMGN,2020-02-12
AMGN,2020-02-13
AMGN,2020-05-01
AMGN,2020-07-29
AMGN,2020-10-29
AMGN,2021-02-09
AMGN,2021-04-28
AMGN,2021-08-04
AMGN,2021-11-03
AMGN,2022-02-16
AMGN,2022-04-28
AMGN,2022-08-05
AMGN,2022-11-04
AMGN,2023-02-09
AMGN,2023-04-28
AMGN,2023-08-04
AMGN,2023-10-31
AMGN,2024-02-14
AMGN,2024-05-03
AMGN,2024-08-07
AMGN,2024-10-31
AMGN,2025-02-14
AMGN,2025-05-02
AMGN,2025-08-06
AMGN,2025-11-05
AMGN,2026-02-13
AMT,2017-04-27
AMT,2017-07-27
AMT,2017-10-31
AMT,2018-02-28
AMT,2018-05-02
AMT,2018-07-31
AMT,2018-10-30
AMT,2019-02-27
AMT,2019-05-03
AMT,2019-07-31
AMT,2019-10-31
AMT,2020-02-25
AMT,2020-04-29
AMT,2020-07-30
AMT,2020-10-29
AMT,2021-02-25
AMT,2021-04-29
AMT,2021-07-29
AMT,2021-10-28
AMT,2022-02-25
AMT,2022-04-27
AMT,2022-07-28
AMT,2022-10-27
AMT,2023-02-23
AMT,2023-04-26
AMT,2023-07-27
AMT,2023-10-26
AMT,2024-02-27
AMT,2024-04-30
AMT,2024-07-30
AMT,2024-10-29
AMT,2025-02-25
AMT,2025-04-29
AMT,2025-07-29
AMT,2025-10-28
AMT,2026-02-24
AMZN,2020-01-31
AMZN,2020-05-01
AMZN,2020-07-31
AMZN,2020-10-30
AMZN,2021-02-03
AMZN,2021-04-30
AMZN,2021-07-30
AMZN,2021-10-29
AMZN,2022-02-04
AMZN,2022-04-29
AMZN,2022-07-29
AMZN,2022-10-28
AMZN,2023-02-03
AMZN,2023-04-28
AMZN,2023-08-04
AMZN,2023-10-27
AMZN,2024-02-02
AMZN,2024-05-01
AMZN,2024-08-02
AMZN,2024-11-01
AMZN,2025-02-07
AMZN,2025-05-02
AMZN,2025-08-01
AMZN,2025-10-31
AMZN,2026-02-06
AON,2014-07-25
AON,2014-10-31
AON,2015-02-24
AON,2015-05-01
AON,2015-07-31
AON,2015-10-30
AON,2016-02-22
AON,2016-04-29
AON,2016-07-29
AON,2016-10-28
AON,2017-02-23
AON,2017-05-09
AON,2017-08-04
AON,2017-10-27
AON,2018-02-20
AON,2018-05-04
AON,2018-07-27
AON,2018-10-26
AON,2019-02-19
AON,2019-04-26
AON,2019-07-26
AON,2019-10-25
AON,2020-02-14
AON,2020-05-01
AON,2020-07-31
AON,2020-10-30
AON,2021-02-19
AON,2021-04-30
AON,2021-07-30
AON,2021-10-29
AON,2022-02-18
AON,2022-04-29
AON,2022-07-29
AON,2022-10-28
AON,2023-02-17
AON,2023-04-28
AON,2023-07-28
AON,2023-10-27
AON,2024-02-16
AON,2024-04-17
AON,2024-04-26
AON,2024-07-26
AON,2024-10-25
AON,2025-02-18
AON,2025-04-25
AON,2025-07-25
AON,2025-10-31
AON,2026-02-13
AXP,2019-04-23
AXP,2019-07-23
AXP,2019-10-21
AXP,2020-02-13
AXP,2020-04-24
AXP,2020-07-24
AXP,2020-10-23
AXP,2021-02-12
AXP,2021-04-23
AXP,2021-07-23
AXP,2021-10-22
AXP,2022-02-11
AXP,2022-04-22
AXP,2022-07-22
AXP,2022-10-21
AXP,2023-02-10
AXP,2023-04-21
AXP,2023-07-25
AXP,2023-10-20
AXP,2024-02-09
AXP,2024-04-19
AXP,2024-07-19
AXP,2024-10-18
AXP,2025-02-07
AXP,2025-04-18
AXP,2025-07-18
AXP,2025-10-17
AXP,2026-02-06
BA,2019-04-24
BA,2019-07-24
BA,2019-10-23
BA,2020-01-31
BA,2020-04-29
BA,2020-07-29
BA,2020-10-28
BA,2021-02-01
BA,2021-04-28
BA,2021-07-28
BA,2021-10-27
BA,2022-01-31
BA,2022-04-27
BA,2022-07-27
BA,2022-10-26
BA,2023-01-27
BA,2023-04-26
BA,2023-07-26
BA,2023-10-25
BA,2024-01-31
BA,2024-04-24
BA,2024-07-31
BA,2024-10-23
BA,2025-02-03
BA,2025-04-23
BA,2025-07-29
BA,2025-10-29
BA,2026-01-30
BAC,2025-04-30
BAC,2025-07-31
BAC,2025-10-31
BAC,2026-02-25
BIIB,2014-04-23
BIIB,2014-07-23
BIIB,2014-10-22
BIIB,2015-02-04
BIIB,2015-04-24
BIIB,2015-07-24
BIIB,2015-10-21
BIIB,2016-02-03
BIIB,2016-04-21
BIIB,2016-07-21
BIIB,2016-10-26
BIIB,2017-02-02
BIIB,2017-04-25
BIIB,2017-07-25
BIIB,2017-10-24
BIIB,2018-02-01
BIIB,2018-04-24
BIIB,2018-07-24
BIIB,2018-10-23
BIIB,2019-02-06
BIIB,2019-04-24
BIIB,2019-07-24
BIIB,2019-10-22
BIIB,2020-02-06
BIIB,2020-04-23
BIIB,2020-07-22
BIIB,2020-10-21
BIIB,2021-02-03
BIIB,2021-04-22
BIIB,2021-07-22
BIIB,2021-10-20
BIIB,2022-02-03
BIIB,2022-05-03
BIIB,2022-07-20
BIIB,2022-10-25
BIIB,2023-02-15
BIIB,2023-04-25
BIIB,2023-07-25
BIIB,2023-11-08
BIIB,2024-02-14
BIIB,2024-04-24
BIIB,2024-08-01
BIIB,2024-10-30
BIIB,2025-02-12
BIIB,2025-05-01
BIIB,2025-07-31
BIIB,2025-10-30
BIIB,2026-02-06
BK,2021-05-06
BK,2021-08-05
BK,2021-11-05
BK,2022-02-25
BK,2022-05-06
BK,2022-08-05
BK,2022-11-07
BK,2023-02-27
BK,2023-05-05
BK,2023-08-04
BK,2023-11-03
BK,2024-02-28
BK,2024-05-03
BK,2024-08-02
BK,2024-11-01
BK,2025-02-27
BK,2025-05-02
BK,2025-08-01
BK,2025-10-31
BK,2026-02-25
BLK,2025-05-07
BLK,2025-08-06
BLK,2025-11-05
BLK,2026-02-25
BMY,2019-02-25
BMY,2019-04-25
BMY,2019-07-25
BMY,2019-10-31
BMY,2020-02-24
BMY,2020-05-07
BMY,2020-08-06
BMY,2020-11-05
BMY,2021-02-10
BMY,2021-04-29
BMY,2021-07-28
BMY,2021-10-27
BMY,2022-02-09
BMY,2022-04-29
BMY,2022-07-27
BMY,2022-10-26
BMY,2023-02-14
BMY,2023-04-27
BMY,2023-07-27
BMY,2023-10-26
BMY,2024-02-13
BMY,2024-04-25
BMY,2024-07-26
BMY,2024-10-31
BMY,2025-02-12
BMY,2025-04-24
BMY,2025-07-31
BMY,2025-10-30
BMY,2026-02-11
C,2025-05-08
C,2025-08-06
C,2025-11-06
C,2026-02-20
CHTR,2017-05-02
CHTR,2017-07-27
CHTR,2017-10-26
CHTR,2018-02-02
CHTR,2018-04-27
CHTR,2018-07-31
CHTR,2018-10-26
CHTR,2019-01-31
CHTR,2019-04-30
CHTR,2019-07-26
CHTR,2019-10-25
CHTR,2020-01-31
CHTR,2020-05-01
CHTR,2020-07-31
CHTR,2020-10-30
CHTR,2021-01-29
CHTR,2021-04-30
CHTR,2021-07-30
CHTR,2021-10-29
CHTR,2022-01-28
CHTR,2022-04-29
CHTR,2022-07-29
CHTR,2022-10-28
CHTR,2023-01-27
CHTR,2023-04-28
CHTR,2023-07-28
CHTR,2023-10-27
CHTR,2024-02-02
CHTR,2024-04-26
CHTR,2024-07-26
CHTR,2024-11-01
CHTR,2025-01-31
CHTR,2025-04-25
CHTR,2025-07-25
CHTR,2025-10-31
CHTR,2026-01-30
CL,2017-04-28
CL,2017-07-21
CL,2017-10-27
CL,2018-02-15
CL,2018-02-21
CL,2018-04-27
CL,2018-07-27
CL,2018-10-26
CL,2019-02-21
CL,2019-04-26
CL,2019-07-26
CL,2019-11-01
CL,2020-02-21
CL,2020-05-01
CL,2020-07-31
CL,2020-10-30
CL,2021-02-18
CL,2021-04-30
CL,2021-07-30
CL,2021-10-29
CL,2022-02-17
CL,2022-04-29
CL,2022-07-29
CL,2022-10-28
CL,2023-02-16
CL,2023-04-28
CL,2023-07-28
CL,2023-10-27
CL,2024-02-15
CL,2024-04-26
CL,2024-07-26
CL,2024-10-25
CL,2025-02-13
CL,2025-04-25
CL,2025-08-01
CL,2025-10-31
CL,2026-02-23
CMCSA,2018-04-25
CMCSA,2018-07-26
CMCSA,2018-10-25
CMCSA,2019-01-31
CMCSA,2019-04-25
CMCSA,2019-07-25
CMCSA,2019-10-24
CMCSA,2020-01-30
CMCSA,2020-04-30
CMCSA,2020-07-30
CMCSA,2020-10-29
CMCSA,2021-02-04
CMCSA,2021-04-29
CMCSA,2021-07-29
CMCSA,2021-10-28
CMCSA,2022-02-02
CMCSA,2022-04-28
CMCSA,2022-07-28
CMCSA,2022-10-27
CMCSA,2023-02-03
CMCSA,2023-04-27
CMCSA,2023-07-27
CMCSA,2023-10-26
CMCSA,2024-01-31
CMCSA,2024-04-25
CMCSA,2024-07-23
CMCSA,2024-10-31
CMCSA,2025-01-31
CMCSA,2025-04-24
CMCSA,2025-07-31
CMCSA,2025-10-30
CMCSA,2026-02-03
COF,2020-11-02
COF,2021-02-25
COF,2021-05-07
COF,2021-07-30
COF,2021-11-05
COF,2022-02-25
COF,2022-05-10
COF,2022-07-29
COF,2022-11-04
COF,2023-02-24
COF,2023-05-05
COF,2023-07-27
COF,2023-11-02
COF,2024-02-23
COF,2024-05-02
COF,2024-08-01
COF,2024-10-31
COF,2025-02-20
COF,2025-05-07
COF,2025-07-31
COF,2025-11-03
COF,2026-02-19
COP,2018-05-01
COP,2018-07-31
COP,2018-08-01
COP,2018-10-30
COP,2019-02-19
COP,2019-05-02
COP,2019-08-01
COP,2019-10-31
COP,2020-02-18
COP,2020-05-05
COP,2020-08-04
COP,2020-11-03
COP,2021-02-16
COP,2021-05-06
COP,2021-08-05
COP,2021-11-04
COP,2022-02-17
COP,2022-05-05
COP,2022-08-04
COP,2022-11-03
COP,2023-02-16
COP,2023-05-04
COP,2023-08-03
COP,2023-11-02
COP,2024-02-15
COP,2024-05-02
COP,2024-08-01
COP,2024-10-31
COP,2025-02-18
COP,2025-05-08
COP,2025-08-07
COP,2025-11-06
COP,2026-02-17
CRM,2023-08-31
CRM,2023-11-30
CRM,2024-03-06
CRM,2024-05-30
CRM,2024-08-29
CRM,2024-12-04
CRM,2025-03-05
CRM,2025-05-29
CRM,2025-09-04
CRM,2025-12-04
CRM,2026-03-02
CSCO,2019-11-19
CSCO,2020-02-18
CSCO,2020-05-18
CSCO,2020-09-03
CSCO,2020-11-17
CSCO,2021-02-16
CSCO,2021-05-25
CSCO,2021-09-09
CSCO,2021-11-23
CSCO,2022-02-22
CSCO,2022-05-25
CSCO,2022-09-08
CSCO,2022-11-22
CSCO,2023-02-21
CSCO,2023-05-24
CSCO,2023-09-07
CSCO,2023-11-21
CSCO,2024-02-20
CSCO,2024-05-21
CSCO,2024-09-05
CSCO,2024-11-19
CSCO,2025-02-18
CSCO,2025-05-20
CSCO,2025-09-03
CSCO,2025-11-18
CSCO,2026-02-17
CVS,2018-02-14
CVS,2018-05-02
CVS,2018-08-08
CVS,2018-11-06
CVS,2019-02-28
CVS,2019-05-01
CVS,2019-08-07
CVS,2019-11-06
CVS,2020-02-18
CVS,2020-05-06
CVS,2020-08-05
CVS,2020-11-06
CVS,2021-02-16
CVS,2021-05-04
CVS,2021-08-04
CVS,2021-11-03
CVS,2022-02-09
CVS,2022-05-04
CVS,2022-08-03
CVS,2022-11-02
CVS,2023-02-08
CVS,2023-05-03
CVS,2023-08-02
CVS,2023-11-01
CVS,2024-02-07
CVS,2024-05-01
CVS,2024-08-07
CVS,2024-11-06
CVS,2025-02-12
CVS,2025-05-01
CVS,2025-07-31
CVS,2025-10-29
CVS,2026-02-10
DHR,2020-02-21
DHR,2020-05-06
DHR,2020-07-23
DHR,2020-10-22
DHR,2021-02-25
DHR,2021-04-22
DHR,2021-07-22
DHR,2021-10-21
DHR,2022-02-23
DHR,2022-04-21
DHR,2022-07-21
DHR,2022-10-20
DHR,2023-02-22
DHR,2023-04-25
DHR,2023-07-25
DHR,2023-10-24
DHR,2024-02-21
DHR,2024-04-23
DHR,2024-07-23
DHR,2024-10-22
DHR,2025-02-20
DHR,2025-04-22
DHR,2025-07-22
DHR,2025-10-21
DHR,2026-02-24
DIS,2019-11-20
DIS,2020-02-04
DIS,2020-05-05
DIS,2020-08-04
DIS,2020-11-25
DIS,2021-02-11
DIS,2021-05-13
DIS,2021-08-12
DIS,2021-11-24
DIS,2022-02-09
DIS,2022-05-11
DIS,2022-08-10
DIS,2022-11-29
DIS,2023-01-24
DIS,2023-02-08
DIS,2023-05-10
DIS,2023-08-09
DIS,2023-11-21
DIS,2024-01-24
DIS,2024-02-07
DIS,2024-05-07
DIS,2024-08-07
DIS,2024-11-14
DIS,2025-02-05
DIS,2025-05-07
DIS,2025-08-06
DIS,2025-11-13
DIS,2026-02-02
DOW,2019-05-03
DOW,2019-07-25
DOW,2019-10-25
DOW,2020-02-07
DOW,2020-05-01
DOW,2020-07-24
DOW,2020-10-23
DOW,2021-02-05
DOW,2021-04-23
DOW,2021-07-23
DOW,2021-10-22
DOW,2022-02-04
DOW,2022-04-22
DOW,2022-07-22
DOW,2022-10-21
DOW,2023-02-01
DOW,2023-04-26
DOW,2023-07-26
DOW,2023-10-25
DOW,2024-01-31
DOW,2024-04-26
DOW,2024-07-26
DOW,2024-10-25
DOW,2025-02-04
DOW,2025-04-25
DOW,2025-07-25
DOW,2025-10-24
DOW,2026-02-03
EMR,2013-11-19
EMR,2014-02-05
EMR,2014-05-07
EMR,2014-08-06
EMR,2014-11-19
EMR,2015-02-04
EMR,2015-05-06
EMR,2015-08-05
EMR,2015-11-18
EMR,2016-02-03
EMR,2016-05-05
EMR,2016-08-03
EMR,2016-11-16
EMR,2017-02-08
EMR,2017-05-04
EMR,2017-08-02
EMR,2017-11-20
EMR,2018-02-07
EMR,2018-05-02
EMR,2018-08-08
EMR,2018-11-19
EMR,2019-02-06
EMR,2019-05-09
EMR,2019-08-07
EMR,2019-11-18
EMR,2020-02-05
EMR,2020-04-24
EMR,2020-08-05
EMR,2020-11-16
EMR,2021-02-03
EMR,2021-05-05
EMR,2021-08-04
EMR,2021-11-15
EMR,2022-02-02
EMR,2022-05-04
EMR,2022-08-09
EMR,2022-11-14
EMR,2023-02-08
EMR,2023-05-03
EMR,2023-08-02
EMR,2023-11-13
EMR,2024-02-07
EMR,2024-05-08
EMR,2024-08-07
EMR,2024-11-12
EMR,2025-02-05
EMR,2025-05-07
EMR,2025-08-06
EMR,2025-11-10
EMR,2026-02-03
EXC,2017-02-13
EXC,2017-05-03
EXC,2017-08-02
EXC,2017-11-02
EXC,2018-02-09
EXC,2018-05-02
EXC,2018-08-02
EXC,2018-11-01
EXC,2019-02-08
EXC,2019-05-02
EXC,2019-08-01
EXC,2019-10-31
EXC,2020-02-11
EXC,2020-05-08
EXC,2020-08-04
EXC,2020-11-03
EXC,2021-02-24
EXC,2021-05-05
EXC,2021-08-04
EXC,2021-11-03
EXC,2022-02-25
EXC,2022-05-09
EXC,2022-08-03
EXC,2022-11-03
EXC,2023-02-14
EXC,2023-05-03
EXC,2023-08-02
EXC,2023-11-02
EXC,2024-02-21
EXC,2024-05-02
EXC,2024-08-01
EXC,2024-10-30
EXC,2025-02-12
EXC,2025-05-01
EXC,2025-07-31
EXC,2025-11-04
EXC,2026-02-12
F,2019-04-26
F,2019-07-25
F,2019-10-24
F,2020-02-05
F,2020-04-29
F,2020-07-31
F,2020-10-29
F,2021-02-05
F,2021-04-29
F,2021-07-29
F,2021-10-28
F,2022-02-04
F,2022-04-28
F,2022-07-28
F,2022-10-27
F,2023-02-03
F,2023-05-03
F,2023-07-28
F,2023-10-27
F,2024-02-07
F,2024-04-25
F,2024-07-25
F,2024-10-29
F,2025-02-06
F,2025-05-06
F,2025-07-31
F,2025-10-24
F,2026-02-11
FDX,2014-12-18
FDX,2015-03-19
FDX,2015-07-14
FDX,2015-09-17
FDX,2015-12-17
FDX,2016-03-17
FDX,2016-07-18
FDX,2016-09-21
FDX,2016-12-21
FDX,2017-03-22
FDX,2017-07-17
FDX,2017-09-20
FDX,2017-12-20
FDX,2018-03-21
FDX,2018-07-16
FDX,2018-09-17
FDX,2018-12-18
FDX,2019-03-19
FDX,2019-07-16
FDX,2019-08-15
FDX,2019-09-17
FDX,2019-12-17
FDX,2020-03-17
FDX,2020-07-20
FDX,2020-09-15
FDX,2020-12-17
FDX,2021-03-18
FDX,2021-07-19
FDX,2021-09-21
FDX,2021-12-16
FDX,2022-03-17
FDX,2022-07-18
FDX,2022-09-22
FDX,2022-12-20
FDX,2023-03-16
FDX,2023-07-17
FDX,2023-09-20
FDX,2023-12-19
FDX,2024-03-21
FDX,2024-07-15
FDX,2024-09-19
FDX,2024-12-19
FDX,2025-03-20
FDX,2025-07-21
FDX,2025-09-18
FDX,2025-12-18
FDX,2026-03-19
GD,2019-04-24
GD,2019-07-24
GD,2019-10-23
GD,2020-02-10
GD,2020-04-29
GD,2020-07-29
GD,2020-10-28
GD,2021-02-09
GD,2021-04-28
GD,2021-07-28
GD,2021-10-27
GD,2022-02-09
GD,2022-04-27
GD,2022-07-27
GD,2022-10-26
GD,2023-02-07
GD,2023-04-26
GD,2023-07-26
GD,2023-10-25
GD,2024-02-08
GD,2024-04-24
GD,2024-07-24
GD,2024-10-23
GD,2025-02-07
GD,2025-04-23
GD,2025-07-23
GD,2025-10-24
GD,2026-01-30
GE,2018-10-30
GE,2019-02-26
GE,2019-04-30
GE,2019-07-31
GE,2019-10-30
GE,2020-02-24
GE,2020-04-29
GE,2020-07-29
GE,2020-10-28
GE,2021-02-12
GE,2021-04-27
GE,2021-07-27
GE,2021-10-26
GE,2022-02-11
GE,2022-04-26
GE,2022-07-26
GE,2022-10-25
GE,2023-02-10
GE,2023-04-25
GE,2023-07-25
GE,2023-10-24
GE,2024-02-02
GE,2024-04-23
GE,2024-07-23
GE,2024-10-22
GE,2025-02-03
GE,2025-04-22
GE,2025-07-21
GE,2025-10-21
GE,2026-01-29
GILD,2017-11-07
GILD,2018-02-27
GILD,2018-05-09
GILD,2018-08-06
GILD,2018-11-06
GILD,2019-02-26
GILD,2019-04-18
GILD,2019-05-08
GILD,2019-08-06
GILD,2019-11-05
GILD,2020-02-25
GILD,2020-05-06
GILD,2020-08-06
GILD,2020-11-04
GILD,2021-02-25
GILD,2021-05-06
GILD,2021-08-05
GILD,2021-11-03
GILD,2022-02-23
GILD,2022-05-04
GILD,2022-08-08
GILD,2022-11-02
GILD,2023-02-22
GILD,2023-05-03
GILD,2023-08-04
GILD,2023-11-07
GILD,2024-02-23
GILD,2024-05-08
GILD,2024-08-08
GILD,2024-11-12
GILD,2025-02-28
GILD,2025-05-07
GILD,2025-08-07
GILD,2025-11-07
GILD,2026-02-24
GM,2016-04-21
GM,2016-07-21
GM,2016-10-25
GM,2017-02-07
GM,2017-04-28
GM,2017-07-25
GM,2017-10-24
GM,2018-02-06
GM,2018-04-26
GM,2018-07-25
GM,2018-10-31
GM,2019-02-06
GM,2019-04-30
GM,2019-08-01
GM,2019-10-29
GM,2020-02-05
GM,2020-05-06
GM,2020-07-29
GM,2020-11-05
GM,2021-02-10
GM,2021-05-05
GM,2021-08-04
GM,2021-10-27
GM,2022-02-02
GM,2022-04-27
GM,2022-07-26
GM,2022-10-25
GM,2023-01-31
GM,2023-04-25
GM,2023-07-25
GM,2023-10-24
GM,2024-01-30
GM,2024-04-23
GM,2024-07-23
GM,2024-10-22
GM,2025-01-28
GM,2025-05-01
GM,2025-07-22
GM,2025-10-21
GM,2026-01-27
GOOGL,2023-02-03
GOOGL,2023-04-26
GOOGL,2023-07-26
GOOGL,2023-10-25
GOOGL,2024-01-31
GOOGL,2024-04-26
GOOGL,2024-07-24
GOOGL,2024-10-30
GOOGL,2025-02-05
GOOGL,2025-04-25
GOOGL,2025-07-24
GOOGL,2025-10-30
GOOGL,2026-02-05
GS,2025-05-02
GS,2025-08-01
GS,2025-10-31
GS,2026-02-25
HUM,2018-02-16
HUM,2018-05-02
HUM,2018-08-01
HUM,2018-11-07
HUM,2019-02-21
HUM,2019-05-01
HUM,2019-07-31
HUM,2019-11-06
HUM,2020-02-20
HUM,2020-04-29
HUM,2020-08-05
HUM,2020-11-03
HUM,2021-02-18
HUM,2021-04-28
HUM,2021-07-28
HUM,2021-11-03
HUM,2022-02-17
HUM,2022-04-27
HUM,2022-07-27
HUM,2022-11-02
HUM,2023-02-16
HUM,2023-04-26
HUM,2023-08-02
HUM,2023-11-01
HUM,2024-02-15
HUM,2024-04-24
HUM,2024-07-31
HUM,2024-10-30
HUM,2025-02-20
HUM,2025-04-30
HUM,2025-07-30
HUM,2025-11-05
HUM,2026-02-19
IBM,2019-10-29
IBM,2020-02-25
IBM,2020-04-28
IBM,2020-07-28
IBM,2020-10-27
IBM,2021-02-23
IBM,2021-04-27
IBM,2021-07-27
IBM,2021-11-05
IBM,2022-02-22
IBM,2022-04-26
IBM,2022-07-25
IBM,2022-10-25
IBM,2023-02-28
IBM,2023-04-25
IBM,2023-07-25
IBM,2023-10-31
IBM,2024-02-26
IBM,2024-04-30
IBM,2024-07-30
IBM,2024-10-30
IBM,2025-02-25
IBM,2025-04-24
IBM,2025-07-24
IBM,2025-10-23
IBM,2026-02-24
INTC,2019-02-01
INTC,2019-04-26
INTC,2019-07-26
INTC,2019-10-25
INTC,2020-01-24
INTC,2020-04-24
INTC,2020-07-24
INTC,2020-10-23
INTC,2021-01-22
INTC,2021-04-23
INTC,2021-07-23
INTC,2021-10-22
INTC,2022-01-27
INTC,2022-04-29
INTC,2022-07-29
INTC,2022-10-28
INTC,2023-01-27
INTC,2023-04-28
INTC,2023-07-28
INTC,2023-10-27
INTC,2024-01-26
INTC,2024-04-26
INTC,2024-08-02
INTC,2024-11-01
INTC,2025-01-31
INTC,2025-04-25
INTC,2025-07-24
INTC,2025-11-06
INTC,2026-01-23
JNJ,2018-02-21
JNJ,2018-05-01
JNJ,2018-08-02
JNJ,2018-10-31
JNJ,2019-02-20
JNJ,2019-05-01
JNJ,2019-07-29
JNJ,2019-10-28
JNJ,2020-02-18
JNJ,2020-04-29
JNJ,2020-07-24
JNJ,2020-10-23
JNJ,2021-02-22
JNJ,2021-04-30
JNJ,2021-07-29
JNJ,2021-10-29
JNJ,2022-02-17
JNJ,2022-04-29
JNJ,2022-07-29
JNJ,2022-10-27
JNJ,2023-02-16
JNJ,2023-04-28
JNJ,2023-07-31
JNJ,2023-10-27
JNJ,2024-02-16
JNJ,2024-05-01
JNJ,2024-07-25
JNJ,2024-10-23
JNJ,2025-02-13
JNJ,2025-04-23
JNJ,2025-07-24
JNJ,2025-10-22
JNJ,2026-02-11
JPM,2025-05-01
JPM,2025-08-05
JPM,2025-11-04
JPM,2026-02-13
KO,2018-02-23
KO,2018-05-01
KO,2018-07-26
KO,2018-10-30
